DBN,School Name,# of Comp Sci Courses,# of AP Comp Sci Courses,# of Full CS Courses,# of Partial CS Courses,School Type,Student Enrollment,Full Time certified STEM teachers,Part Time certified STEM teachers,Ratio of Full Time Licensed STEM Teachers to Students*,Building Code,Mbps Bandwidth,Local School Code,K-12 Enrollment,K-12 FRPL Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Classroom Teachers,Total School Funding per Pupil,Total Teacher Response Rate,a.agree,b.agree,c.agree,3rd Mean Scale Score,3rd % Level 1,3rd % Level 2,3rd % Level 3,3rd % Level 4,3rd % Level 3+4,4th Mean Scale Score,4th % Level 1,4th % Level 2,4th % Level 3,4th % Level 4,4th % Level 3+4,5th Mean Scale Score,5th % Level 1,5th % Level 2,5th % Level 3,5th % Level 4,5th % Level 3+4,Gradespan,Address,Latitude,Longitude,% Poverty,Economic Need Index
31R041,The Stephanie A. Vierno School,6,0,0,6,Elementary (K-5),685,0,0,0,R041,100,R041,649,438,9.5,41.5,4296214,23241.08,79,100,100,100,599.7677002,19.19191933,25.25252533,42.42424393,13.13131332,55.55555725,602.5454712,18.939394,22.72727203,28.78787804,29.54545403,58.33333206,605.3195801,15.46391773,34.02061844,22.68041229,27.83505249,50.51546478,PK-5,"216 CLAWSON STREET, STATEN ISLAND NY 10306",40.573599,-74.108492,0.685,0.563
31R052,P.S. 052 John C. Thompson,6,0,0,6,Elementary (K-5),526,0,1,0,R052,100,R052,468,308,9.5,35,3993696,25639.59,95,,,,613.6875,6.25,10,35,48.75,83.75,604.0666504,13.33333302,29.33333397,33.33333206,24,57.33333206,603.3934326,21.31147575,24.59016418,29.50819588,24.59016418,54.09836197,PK-5,"450 BUEL AVENUE, STATEN ISLAND NY 10305",40.58255,-74.089012,0.656,0.514
31R053,The Barbara Esselborn School,4,0,0,4,Elementary (K-5),833,0,0,0,R053,20,R053,751,293,2.5,55,5231968,22885.74,95,75,75,71,611.1724243,12.06896591,7.758620739,31.89655113,48.27586365,80.17241669,611.9105835,9.756097794,20.32520294,21.95121956,47.96747971,69.91870117,606.0982056,20.5357151,23.2142849,28.5714283,27.6785717,56.25,PK-5,"330 DURANT AVENUE, STATEN ISLAND NY 10308",40.551926,-74.13664,0.399,0.296
31R055,P.S. 055 Henry M. Boehm,5,0,0,5,Elementary (K-5),600,0,1,0,R055,10,R055,564,207,5.4,42.1,3849028,26900.97,61,100,100,100,609,4.123711109,19.58762932,44.32989502,31.95876312,76.28865814,601.8110962,13.33333302,36.66666794,28.88888931,21.11111069,50,605.8936157,21.27659607,23.40425491,26.59574509,28.72340393,55.31914902,PK-5,"54 OSBORNE STREET, STATEN ISLAND NY 10312",40.536625,-74.163037,0.37,0.269
31R057,P.S. 057 Hubert H. Humphrey,6,0,0,6,Elementary (K-5),710,0,0,0,R057,100,R057,639,550,9.2,46,4991672,25770.08,93,100,100,100,585.9489746,50,18.36734772,25.51020432,6.122448921,31.63265228,589.6831665,44.5544548,33.66336823,9.900990486,11.88118839,21.78217888,585.7543945,58.77193069,21.92982483,13.15789509,6.140350819,19.29824638,PK-5,"140 PALMA DRIVE, STATEN ISLAND NY 10304",40.611136,-74.083799,0.868,0.893
31R068,Port Richmond School for Visionary Learning,2,0,0,2,Elementary (K-5),152,0,0,0,R066,10,R068,116,90,2,8,1212045,24337.51,100,,,,,,,,,,,,,,,,,,,,,,PK-2,"1625 FOREST AVENUE, STATEN IS NY 10302",40.624781,-74.142526,0.809,0.743
31R069,P.S. 069 Daniel D. Tompkins,4,0,0,4,Elementary (K-5),935,0,1,0,R069,100,R069,917,526,20.7,83.2,8870137,31978.47,63,100,100,100,597.234375,29.6875,21.09375,35.9375,13.28125,49.21875,603.4508667,17.34103966,26.58959579,32.94797516,23.12138748,56.06936264,604.6369019,18.45238113,30.3571434,25,26.19047546,51.19047546,PK-5,"144 KEATING PLACE, STATEN ISLAND NY 10314",40.59148,-74.157327,0.581,0.487
31R078,P.S. 78,4,0,0,4,Elementary (K-5),845,0,0,0,R014,100,R078,810,779,20,55,6034027,27051.93,89,100,90,90,583.583313,55.30303192,26.51515198,14.39393902,3.787878752,18.18181801,580.9312744,64.88549805,25.95419884,6.870229244,2.290076256,9.160305023,587.8120117,56.39097595,29.32330894,10.52631569,3.75939846,14.28571415,PK-5,"100 TOMPKINS AVENUE, STATEN ISLAND NY 10304",40.622415,-74.079228,0.95,0.946
31R861,Staten Island School of Civic Leadership,9,0,0,9,K-8,906,6,0,0.006622517,R861,100,R861,888,698,4.7,61.2,5912018,23164.61,86,100,92,100,595.7548828,30.3921566,26.47058868,32.35293961,10.78431416,43.13725662,601.6213379,20.38834953,27.18446541,25.24271774,27.18446541,52.42718506,600.836731,23.46938705,34.69387817,24.48979568,17.34693909,41.83673477,PK-8,"280 REGIS DRIVE, STATEN ISLAND NY 10314",40.62031,-74.164427,0.787,0.644
32K045,P.S./I.S. 045 Horace E. Greene,2,0,0,2,K-8,681,3,0,0.004405286,K045,20,K045,640,524,14,36,4246698,23086.43,73,38,63,88,588.5932007,45.76271057,18.64406776,28.81355858,6.779661179,35.59321976,588.9491577,40.67796707,35.59321976,15.25423717,8.474575996,23.72881317,593.2297363,41.89189148,28.37837791,21.62162209,8.108108521,29.72973061,PK-8,"84 SCHAEFER STREET, BROOKLYN NY 11207",40.686424,-73.91043,0.834,0.87
32K145,P.S. 145 Andrew Jackson,2,0,0,2,Elementary (K-5),576,0,0,0,K145,10,K145,530,485,8,39,3883825,25814.8,88,100,100,100,592.8915405,31.32530212,28.91566277,30.12048149,9.638554573,39.75903702,593.1195679,34.78260803,32.60869598,17.39130402,15.21739101,32.60869598,590.3191528,50,24.46808434,20.21276665,5.319149017,25.53191566,PK-5,"100 NOLL STREET, BROOKLYN NY 11206",40.701107,-73.932388,0.917,0.945
32K299,P.S. 299 Thomas Warren Field,6,0,0,6,Elementary (K-5),265,0,0,0,K299,10,K299,246,238,2,18,1870500,27907.23,96,,,,594.1764526,35.29411697,32.35293961,17.64705849,14.70588207,32.35293961,593.4545288,31.81818199,45.45454407,13.63636398,9.090909004,22.72727203,588.333313,63.33333206,23.33333397,13.33333302,0,13.33333302,PK-5,"88 WOODBINE STREET, BROOKLYN NY 11221",40.690755,-73.917899,0.95,0.922
75K141,P.S. K141,3,0,0,3,K-12,350,1,0,0.002857143,K002,100,,,,,,,,87,89,83,95,,,,,,,,,,,,,,,,,,,,,,,0.9,0.927
75K368,P.S. 368,9,0,0,9,K-12,237,1,0,0.004219409,K033,100,,,,,,,,87,100,100,100,,,,,,,,,,,,,,,,,,,,,,,0.937,0.947
75K370,P.S. 370,7,0,0,7,K-12,253,1,0,0.003952569,K370,10,,,,,,,,73,50,50,50,,,,,,,,,,,,,,,,,,,,,,,0.834,0.874
75M138,P.S. 138,3,0,0,3,K-12,611,0,0,0,M030,100,,,,,,,,50,63,63,63,,,,,,,,,,,,,,,,,,,,,,,0.926,0.944
75M811,P.S. M811 - Mickey Mantle School,9,0,1,8,K-8,373,0,0,0,M841,100,,,,,,,,49,100,90,90,,,,,,,,,,,,,,,,,,,,,,,0.898,0.925
75Q256,P.S. Q256,8,0,8,0,K-12,510,5,0,0.009803922,L001,100,,,,,,,,83,88,88,88,,,,,,,,,,,,,,,,,,,,,,,0.81,0.865
75R037,P.S. R037,5,0,1,4,K-12,389,0,0,0,R840,100,,,,,,,,75,100,78,78,,,,,,,,,,,,,,,,,,,,,,,0.802,0.815
75R373,P.S. R373,1,0,0,1,K-8,527,0,0,0,R040,20,,,,,,,,50,100,100,100,,,,,,,,,,,,,,,,,,,,,,,0.825,0.84
75X188,P.S. X188,4,0,0,4,K-12,468,3,0,0.006410256,X034,100,,,,,,,,76,82,82,82,,,,,,,,,,,,,,,,,,,,,,,0.91,0.94
01M019,P.S. 019 Asher Levy,,,,,Elementary (K-5),257,0,0,0,M019,100,M019,244,186,10,31,3128238,36838.61,95,86,86,86,600.9375,21.875,21.875,31.25,25,56.25,594.1613159,38.70967865,22.58064461,29.03225899,9.677419662,38.70967865,615.9230957,7.692307472,7.692307472,26.92307663,57.69230652,84.61538696,PK-5,"185 1 AVENUE, MANHATTAN NY 10003",40.730009,-73.984496,0.77,0.679
01M020,P.S. 020 Anna Silver,,,,,Elementary (K-5),497,0,0,0,M020,10,M020,463,334,19,28,3633140,24714.3,89,,,,588.0769043,46.15384674,29.4871788,19.23077011,5.128205299,24.35897446,594.763916,36.11111069,23.61111069,16.66666603,23.61111069,40.27777863,597.4031982,41.93548203,14.51612949,17.74193573,25.8064518,43.54838562,PK-5,"166 ESSEX STREET, MANHATTAN NY 10002",40.721305,-73.986312,0.736,0.8
01M034,P.S. 034 Franklin D. Roosevelt,,,,,K-8,333,4,0,0.012012012,M034,100,M034,320,312,10,26,2777390,29882.06,78,,,,589.0476074,47.61904907,26.19047546,21.4285717,4.761904716,26.19047546,586.3030396,51.51515198,42.42424393,0,6.060606003,6.060606003,586.666687,55.55555725,25.92592621,14.81481457,3.703703642,18.51851845,PK-8,"730 EAST 12 STREET, MANHATTAN NY 10009",40.726008,-73.975058,0.95,0.937
01M063,The STAR Academy - P.S.63,,,,,Elementary (K-5),203,0,0,0,M063,100,M063,177,147,11,9.9,1860705,32215.22,100,,,,602.1578979,21.05263138,10.52631569,42.10526276,26.31579018,68.42105103,603.043457,8.695652008,30.43478203,47.82608795,13.04347801,60.86956406,601.5,27.27272797,27.27272797,22.72727203,22.72727203,45.45454407,PK-5,"121 EAST 3 STREET, MANHATTAN NY 10009",40.72444,-73.986214,0.818,0.762
01M064,P.S. 064 Robert Simon,,,,,Elementary (K-5),245,0,0,0,M064,100,M064,210,192,8.7,17,1676691,29726.15,96,,,,591.625,41.66666794,20.83333397,33.33333206,4.166666508,37.5,594.5666504,33.33333206,26.66666603,23.33333397,16.66666603,40,590.1875,53.125,25,9.375,12.5,21.875,PK-5,"600 EAST 6 STREET, MANHATTAN NY 10009",40.72313,-73.981597,0.922,0.882
01M110,P.S. 110 Florence Nightingale,,,,,Elementary (K-5),379,0,0,0,M110,100,M110,349,218,11.7,13,2034094,20406.68,92,,,,619.9767456,6.976744175,0,23.2558136,69.7674408,93.02325439,613.7719116,10.52631569,19.29824638,15.78947353,54.38596344,70.17543793,613.6617432,17.64705849,8.823529243,20.58823586,52.94117737,73.52941132,PK-5,"285 DELANCY STREET, MANHATTAN NY 10002",40.7162,-73.9798,0.625,0.58
01M134,P.S. 134 Henrietta Szold,,,,,Elementary (K-5),297,0,0,0,M134,100,M134,277,254,7,28,2674147,33798.47,89,,,,592.2766113,40.42553329,23.40425491,31.9148941,4.255319118,36.17021179,589.1702271,51.06383133,12.76595783,12.76595783,23.40425491,36.17021179,582,64.70587921,5.882352829,27.45098114,1.960784316,29.41176414,PK-5,"293 EAST BROADWAY, MANHATTAN NY 10002",40.714248,-73.983854,0.919,0.901
01M142,P.S. 142 Amalia Castro,,,,,Elementary (K-5),340,0,0,0,M142,100,M142,308,299,13,23,3068717,28543.47,95,,,,595.1428833,21.4285717,32.1428566,39.2857132,7.142857075,46.42856979,585.1470337,50,32.35293961,14.70588207,2.941176414,17.64705849,590.9117432,38.23529434,29.41176414,29.41176414,2.941176414,32.35293961,PK-5,"100 ATTORNEY STREET, MANHATTAN NY 10002",40.718121,-73.984116,0.95,0.911
01M184,P.S. 184m Shuang Wen,,,,,K-8,684,6,0,0.00877193,M137,100,,,,,,,,92,83,100,92,612.7313232,1.49253726,16.41790962,34.3283577,47.76119232,82.08955383,611.0806274,8.064516068,20.96774101,22.58064461,48.38709641,70.96774292,625.5,2.083333254,6.25,22.91666603,68.75,91.66666412,PK-8,"327 CHERRY STREET, MANHATTAN NY 10002",40.711125,-73.985438,0.68,0.653
01M188,P.S. 188 The Island School,,,,,K-8,433,2,0,0.004618938,M188,100,M188,414,377,10.9,28,3497645,29106.77,86,100,100,100,593.3076782,30.76922989,33.33333206,33.33333206,2.56410265,35.89743423,592.8095093,21.4285717,57.1428566,19.04761887,2.380952358,21.4285717,592.2438965,36.5853653,41.46341324,17.07317162,4.878048897,21.95121956,PK-8,"442 EAST HOUSTON STREET, NEW YORK NY 10002",40.719888,-73.97738,0.921,0.95
01M315,The East Village Community School,,,,,Elementary (K-5),318,0,0,0,M061,100,M315,282,74,8,16,1861402,22229.01,93,,,,609.9755859,4.878048897,21.95121956,34.14634323,39.02439117,73.17073059,600.6875,15.625,37.5,31.25,15.625,46.875,616.7647095,2.941176414,17.64705849,26.47058868,52.94117737,79.41176605,PK-5,"610 EAST 12 STREET, MANHATTAN NY 10009",40.727537,-73.978254,0.27,0.369
01M361,The Children's Workshop School,,,,,Elementary (K-5),315,0,0,0,M061,100,M361,279,132,5,19.7,2478296,23438.84,65,100,100,100,599.68573,20,22.8571434,45.7142868,11.4285717,57.1428566,596.9642944,25,32.1428566,35.7142868,7.142857075,42.8571434,610.5925903,3.703703642,29.62962914,33.33333206,33.33333206,66.66666412,PK-5,"610 EAST 12 STREET, MANHATTAN NY 10009",40.727537,-73.978254,0.457,0.505
01M363,Neighborhood School,,,,,Elementary (K-5),304,0,0,0,M063,100,M363,286,128,6,18,2124797,23340.16,96,,,,591.375,37.5,37.5,12.5,12.5,25,598.8571167,14.28571415,0,71.42857361,14.28571415,85.7142868,597.25,31.25,25,25,18.75,43.75,PK-5,"121 EAST 3 STREET, MANHATTAN NY 10009",40.72444,-73.986214,0.438,0.478
02M001,P.S. 001 Alfred E. Smith,,,,,Elementary (K-5),318,0,0,0,M001,100,M001,294,232,2,30,2752421,27514.81,79,,,,599.888916,31.11111069,17.77777863,11.11111069,40,51.11111069,603.3018799,22.64151001,20.75471687,18.86792374,37.73584747,56.60377502,604.125,27.08333397,16.66666603,22.91666603,33.33333206,56.25,PK-5,"8 HENRY STREET, MANHATTAN NY 10038",40.71255,-73.997478,0.808,0.843
02M002,P.S. 002 Meyer London,,,,,Elementary (K-5),552,0,0,0,M002,100,M002,530,513,5,47,4084563,27460.96,68,,,,607.9365234,4.761904716,12.6984129,50.79365158,31.74603081,82.53968048,611.3826904,12.34567928,9.876543045,28.39506149,49.38271713,77.77777863,608.7327881,14.65517235,22.41379356,23.27586174,39.65517426,62.93103409,PK-5,"122 HENRY STREET, MANHATTAN NY 10002",40.712907,-73.991523,0.95,0.91
02M011,P.S. 011 William T. Harris,,,,,Elementary (K-5),923,0,0,0,M011,100,M011,905,266,13,49.2,4995109,19354.15,88,100,100,100,613.0228882,12.97709942,9.160305023,25.95419884,51.90839767,77.8625946,611.0402832,11.40939617,12.75167751,26.1744957,49.66442871,75.83892822,612.8103638,19.5402298,12.64367771,16.66666603,51.14942551,67.81609344,PK-5,"320 WEST 21 STREET, MANHATTAN NY 10011",40.744186,-74.000743,0.3,0.344
02M033,P.S. 033 Chelsea Prep,,,,,Elementary (K-5),650,0,0,0,M033,100,M033,614,297,20.2,19,3203379,18586.41,51,,,,606.888916,22.22222137,12.9629631,25.92592621,38.88888931,64.81481171,610.3099976,31,8,8,53,61,615.611084,23.33333397,7.777777672,12.22222233,56.66666794,68.8888855,PK-5,"281 9 AVENUE, MANHATTAN NY 10001",40.749014,-74.000238,0.482,0.499
02M040,P.S. 040 Augustus Saint-Gaudens,,,,,Elementary (K-5),673,0,1,0,M040,100,M040,637,60,7.7,32.2,3551822,19502.85,83,,,,618.0744629,2.127659559,8.510638237,23.40425491,65.95744324,89.36170197,615.168396,5.263157845,12.6315794,23.15789413,58.94736862,82.10526276,623.8695679,1.086956501,4.347826004,29.347826,65.21739197,94.56521606,PK-5,"320 EAST 20TH STREET, MANHATTAN NY 10003",40.735328,-73.981536,0.1,0.164
02M041,P.S. 041 Greenwich Village,,,,,Elementary (K-5),694,0,0,0,M041,100,M041,658,57,5,42,3793273,20710.65,93,100,89,100,616.6551514,3.448275805,8.045976639,29.88505745,58.62068939,88.50574493,619.4180298,3.278688431,7.377048969,18.85245895,70.49180603,89.34426117,617.6381226,6.666666508,10.47619057,31.4285717,51.42856979,82.85713959,PK-5,"116 WEST 11 STREET, MANHATTAN NY 10011",40.73545,-73.999094,0.094,0.078
02M042,P.S. 042 Benjamin Altman,,,,,Elementary (K-5),653,0,0,0,M042,10,M042,611,474,11.7,40,4428346,24802.31,100,100,85,85,610.116272,9.302325249,19.7674427,30.2325573,40.6976738,70.93022919,612.1771851,6.32911396,18.98734093,27.84810066,46.83544159,74.68354797,622.7063599,3.174603224,11.90476227,21.4285717,63.49206161,84.92063141,PK-5,"71 HESTER STREET, MANHATTAN NY 10002",40.716126,-73.990826,0.763,0.824
02M051,P.S. 051 Elias Howe,,,,,Elementary (K-5),453,0,0,0,M338,100,M051,385,243,6.2,28,2888921,22988.48,73,,,,598.8518677,25.92592621,24.07407379,27.77777863,22.22222137,50,598.2631836,29.82456207,26.31579018,19.29824638,24.56140327,43.85964966,594.6724243,48.27586365,20.6896553,13.79310322,17.24137878,31.03448296,PK-5,"525 WEST 44TH STREET, MANHATTAN NY 10036",40.761487,-73.995825,0.594,0.602
02M077,P.S. 77 Lower Lab School,,,,,Elementary (K-5),358,0,1,0,M198,100,M077,358,20,5.4,13,1511578,17681.45,94,,,,626.828125,0,0,18.75,81.25,100,628.888916,0,3.174603224,6.349206448,90.47618866,96.82539368,636.0877075,0,0,7.017543793,92.98245239,100,K-5,"1700 3 AVENUE, MANHATTAN NY 10128",40.785018,-73.95042,0.056,0.097
02M089,P.S. 89,,,,,Elementary (K-5),433,0,0,0,M089,100,M089,397,76,5.9,24,2550260,21073.15,61,,,,612.5516968,1.724137902,6.896551609,55.17241287,36.20689774,91.37931061,615.6315918,2.631578922,18.42105293,25,53.94736862,78.94736481,623.2727051,4.545454502,6.818181992,13.63636398,75,88.63636017,PK-5,"201 WARREN STREET, MANHATTAN NY 10282",40.71701,-74.013967,0.201,0.074
02M111,P.S. 111 Adolph S. Ochs,,,,,Elementary (K-5),395,0,0,0,M111,100,M111,349,225,8,26,2833732,25955.36,71,100,70,80,603.1764526,27.45098114,19.6078434,21.56862831,31.37254906,52.94117737,591.3585205,45.28302002,24.52830124,9.433961868,20.75471687,30.18867874,597.6037598,35.84905624,20.75471687,20.75471687,22.64151001,43.39622498,PK-5,"440 WEST 53 STREET, MANHATTAN NY 10019",40.76588,-73.989776,0.623,0.629
02M116,P.S. 116 Mary Lindley Murray,,,,,Elementary (K-5),539,0,0,0,M116,100,M116,492,183,5,34,3079968,22565.64,86,100,100,100,606.2839355,9.876543045,19.75308609,44.44444275,25.92592621,70.37036896,606.2285767,14.28571415,21.4285717,31.4285717,32.8571434,64.2857132,608.211792,23.52941132,11.76470566,24.70588303,40,64.70587921,PK-5,"210 EAST 33 STREET, MANHATTAN NY 10016",40.744511,-73.977906,0.364,0.353
02M124,P.S. 124 Yung Wing,,,,,Elementary (K-5),724,0,0,0,M124,100,M124,668,367,7,44,4382461,21749.33,100,,,,619.7113647,1.030927777,1.030927777,41.23711395,56.70103073,97.93814087,617.1182861,1.075268865,6.451612949,27.95698929,64.51612854,92.47312164,617.0977173,3.007518768,14.28571415,29.32330894,53.38345718,82.70676422,PK-5,"40 DIVISION STREET, MANHATTAN NY 10002",40.715097,-73.996017,0.564,0.658
02M126,P.S. 126 Jacob August Riis,,,,,K-8,784,5,0,0.006377551,M126,100,M126,755,602,11,49,5433970,22576.09,67,100,100,100,598.8571167,26.98412704,22.22222137,23.80952454,26.98412704,50.79365158,605.9365234,12.6984129,28.5714283,19.04761887,39.68254089,58.73015976,611.6025391,8.974358559,16.66666603,30.76922989,43.58974457,74.35897064,PK-8,"80 CATHERINE STREET, MANHATTAN NY 10038",40.710651,-73.99742,0.8,0.78
02M130,P.S. 130 Hernando De Soto,,,,,Elementary (K-5),913,0,0,0,M130,100,M130,877,426,8.7,49,4921380,19856.94,95,100,100,100,618.5,5.333333492,6.666666508,22,66,88,624.6488037,2.380952358,3.571428537,15.47619057,78.57142639,94.04762268,616.6234741,6.172839642,11.11111069,30.86419678,51.85185242,82.71604919,PK-5,"143 BAXTER STREET, MANHATTAN NY 10013",40.71866,-73.998326,0.484,0.605
02M151,Yorkville Community School,,,,,Elementary (K-5),515,0,0,0,M066,100,M151,475,208,10.7,32.7,2976952,21970.03,100,100,100,100,603.4067993,15.25423717,18.64406776,37.28813553,28.81355858,66.1016922,611.1724243,16.09195328,20.6896553,13.79310322,49.42528915,63.21839142,612.9571533,12.85714245,14.28571415,22.8571434,50,72.85713959,PK-5,"421 EAST 88 STREET, MANHATTAN NY 10128",40.777948,-73.947287,0.433,0.402
02M158,P.S. 158 Bayard Taylor,,,,,Elementary (K-5),793,0,0,0,M158,100,M158,721,92,17.1,35.9,3729755,19492.5,51,,,,618.1968384,1.574803114,7.086614132,32.28346634,59.05511856,91.3385849,614.0800171,5,17,30,48,78,617.2574463,0.990099013,14.85148525,30.69306946,53.46534729,84.15841675,PK-5,"1458 YORK AVENUE, MANHATTAN NY 10075",40.770215,-73.950745,0.122,0.11
02M198,P.S. 198 Isador E. Ida Straus,,,,,Elementary (K-5),461,0,0,0,M198,100,M198,410,161,8,29,2872253,24518.58,89,,,,617.3265381,0,10.20408154,30.61224556,59.18367386,89.79592133,620.5593262,3.389830589,11.86440659,22.0338974,62.71186447,84.74576569,610.5872803,12.6984129,23.80952454,20.63492012,42.8571434,63.49206161,PK-5,"1700 3 AVENUE, MANHATTAN NY 10128",40.785018,-73.95042,0.39,0.362
02M212,P.S. 212 Midtown West,,,,,Elementary (K-5),366,0,0,0,M017,100,M212,330,73,4.7,17,1696200,18839.71,86,100,100,100,603.6481323,9.259259224,22.22222137,48.14814758,20.37037086,68.51851654,608.9375,2.083333254,16.66666603,50,31.25,81.25,619.9074097,3.703703642,9.259259224,27.77777863,59.25925827,87.03704071,PK-5,"328 WEST 48 STREET, MANHATTAN NY 10036",40.761327,-73.988665,0.232,0.26
02M225,Ella Baker School,,,,,K-8,320,1,0,0.003125,M480,200,M225,280,106,10.6,14,2063797,24326.58,70,80,80,100,600.333313,0,50,50,0,50,603.7857056,7.142857075,28.5714283,42.8571434,21.4285717,64.2857132,599.5714111,35.7142868,7.142857075,50,7.142857075,57.1428566,PK-8,"317 EAST 67 STREET, MANHATTAN NY 10065",40.765638,-73.959777,0.341,0.344
02M234,P.S. 234 Independence School,,,,,Elementary (K-5),642,0,0,0,M234,100,M234,642,63,13,31,3501933,19559.37,74,100,100,100,612.0841064,2.803738356,11.21495342,43.92523193,42.05607605,85.98130798,615.479187,2.083333254,9.375,31.25,57.29166794,88.54166412,618.3269043,3.846153736,8.653845787,28.84615326,58.65384674,87.5,K-5,"292 GREENWICH STREET, MANHATTAN NY 10007",40.71953,-74.01088,0.1,0.089
02M340,Sixth Avenue Elementary School,,,,,Elementary (K-5),277,0,1,0,M340,100,M340,206,24,11.3,10.7,1936281,21614.74,100,,,,609.8648682,10.81081104,8.108108521,40.54053879,40.54053879,81.08107758,,,,,,,,,,,,,PK-4,"590 SIXTH AVENUE, NEW YORK NY 10011",40.739145,-73.995534,0.101,0.138
02M343,The Peck Slip School,,,,,Elementary (K-5),441,1,0,0.002267574,M343,100,M343,406,40,12.5,22.7,2492338,21276.92,89,,,,608.7288208,5.084745884,11.86440659,49.15254211,33.89830399,83.05084991,613.4615479,1.923076868,21.15384674,28.84615326,48.07692337,76.92308044,612.9512329,9.756097794,9.756097794,39.02439117,41.46341324,80.48780823,PK-5,"1 PECK SLIP, MANHATTAN NY 10038",40.708774,-74.002407,0.098,0.107
02M347,The 47 American Sign Language & English Lower Scho,,,,,K-8,197,2,0,0.010152284,M047,100,,,,,,,,76,83,83,83,,,,,,,,,,,,,612.3636475,0,27.27272797,36.36363602,36.36363602,72.72727203,PK-8,"223 EAST 23 STREET, MANHATTAN NY 10010",40.738374,-73.981329,0.624,0.686
02M397,Spruce Street School,,,,,K-8,539,1,0,0.001855288,M971,100,M397,521,71,7.5,28.7,3094555,19781.2,86,60,60,100,616.4615479,0,3.846153736,42.30769348,53.84615326,96.15384674,618.7073364,2.439024448,4.878048897,29.26829338,63.4146347,92.68292999,621.2045288,4.545454502,11.36363602,22.72727203,61.36363602,84.09091187,PK-8,"12 SPRUCE STREET, MANHATTAN NY 10038",40.711321,-74.005473,0.135,0.137
02M442,"Ballet Tech, NYC Public School for Dance",,,,,K-8,141,2,0,0.014184397,M905,100,M442,141,75,1,8,914899,22621.85,100,,,,,,,,,,617.2424316,6.060606003,18.18181801,12.12121201,63.63636398,75.75757599,616.0810547,2.702702761,21.62162209,29.72973061,45.94594574,75.67567444,,,,,0.56,0.451
02M527,P.S. 527 - East Side School for Social Action,,,,,Elementary (K-5),387,0,0,0,M816,100,M527,387,62,8,20,2275830,19892.96,100,,,,618.0370483,0,12.9629631,25.92592621,61.11111069,87.03704071,622.75,0,10.41666698,14.58333302,75,89.58333588,618.4375,2.083333254,8.333333015,33.33333206,56.25,89.58333588,K-5,"323 EAST 91 STREET, MANHATTAN NY 10128",40.780652,-73.947856,0.171,0.179
03M009,P.S. 009 Sarah Anderson,,,,,Elementary (K-5),619,0,0,0,M009,100,M009,601,129,8.7,32,3449798,20392.39,100,,,,613.4615479,1.923076868,10.57692337,43.26922989,44.23077011,87.5,618.0449219,4.494381905,10.11236,20.22472,65.16854095,85.39325714,619.3908081,4.597701073,11.49425316,25.28735542,58.62068939,83.90804291,PK-5,"100 WEST 84 STREET, MANHATTAN NY 10024",40.785234,-73.974256,0.215,0.196
03M075,P.S. 075 Emily Dickinson,,,,,Elementary (K-5),560,0,0,0,M075,100,M075,560,411,19.5,53.7,5946856,33433.13,82,88,88,88,597.3408813,27.27272797,23.86363602,32.95454407,15.909091,48.86363602,599.1829224,29.26829338,26.8292675,20.73170662,23.1707325,43.90243912,600.4520264,30.13698578,30.13698578,24.65753365,15.06849289,39.72602844,K-5,"735 WEST END AVENUE, MANHATTAN NY 10025",40.795109,-73.973996,0.736,0.688
03M076,P.S. 076 A. Philip Randolph,,,,,K-8,472,3,0,0.006355932,M076,200,M076,436,420,5,28,2774164,24590.06,91,100,100,100,589.1875,37.5,37.5,21.875,3.125,25,577.875,70.83333588,20.83333397,8.333333015,0,8.333333015,581.5,68.42105103,21.05263138,7.894736767,2.631578922,10.52631569,PK-8,"220 WEST 121 STREET, MANHATTAN NY 10027",40.806534,-73.951451,0.95,0.919
03M087,P.S. 087 William Sherman,,,,,Elementary (K-5),877,0,1,0,M087,100,M087,859,97,12.3,53.2,5354134,20051.69,87,,,,615.7655029,2.758620739,7.586206913,38.62068939,51.03448105,89.65517426,617.75177,3.546099186,8.510638237,24.1134758,63.82978821,87.94326019,616.444458,4.629629612,17.59259224,27.77777863,50,77.77777863,PK-5,"160 WEST 78 STREET, MANHATTAN NY 10024",40.78171,-73.97802,0.116,0.12
03M145,"P.S. 145, The Bloomingdale School",,,,,Elementary (K-5),391,0,0,0,M145,100,M145,345,288,15.6,21,3346175,24661.6,100,83,67,83,585.8269043,46.15384674,36.53845978,17.30769157,0,17.30769157,585.7555542,57.77777863,22.22222137,13.33333302,6.666666508,20,595.0217285,43.47826004,23.91304398,15.21739101,17.39130402,32.60869598,PK-5,"150 WEST 105 STREET, MANHATTAN NY 10025",40.799098,-73.965611,0.821,0.851
03M149,P.S. 149 Sojourner Truth,,,,,K-8,235,3,1,0.012765957,M207,100,M149,217,215,15.2,7.5,1711896,28005.45,83,60,40,60,583.4230957,61.53845978,26.92307663,11.53846169,0,11.53846169,583.9375,75,6.25,12.5,6.25,18.75,578.1500244,80,20,0,0,0,PK-8,"41 WEST 117 STREET, MANHATTAN NY 10026",40.802649,-73.948088,0.95,0.934
