DBN,School Name,# of Comp Sci Courses,# of AP Comp Sci Courses,# of Full CS Courses,# of Partial CS Courses,School Type,Student Enrollment,Full Time certified STEM teachers,Part Time certified STEM teachers,Ratio of Full Time Licensed STEM Teachers to Students*,Building Code,Mbps Bandwidth,Local School Code,K-12 Enrollment,K-12 FRPL Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Classroom Teachers,Total School Funding per Pupil,Total Teacher Response Rate,a.agree,b.agree,c.agree,3rd Mean Scale Score,3rd % Level 1,3rd % Level 2,3rd % Level 3,3rd % Level 4,3rd % Level 3+4,4th Mean Scale Score,4th % Level 1,4th % Level 2,4th % Level 3,4th % Level 4,4th % Level 3+4,5th Mean Scale Score,5th % Level 1,5th % Level 2,5th % Level 3,5th % Level 4,5th % Level 3+4,Gradespan,Address,Latitude,Longitude,% Poverty,Economic Need Index
03M163,P.S. 163 Alfred E. Smith,,,,,Elementary (K-5),565,0,0,0,M163,100,M163,533,263,8,35,3986804,23778.51,100,,,,608.1176758,14.11764717,15.29411793,36.47058868,34.11764526,70.58823395,610.2999878,13,19,20,48,68,612.1807251,14.45783138,25.30120468,16.86746979,43.37349319,60.24096298,PK-5,"163 WEST 97 STREET, MANHATTAN NY 10025",40.795163,-73.96847,0.487,0.509
03M166,P.S. 166 The Richard Rodgers School of The Arts an,,,,,Elementary (K-5),648,0,0,0,M166,100,,,,,,,,91,80,80,100,626.8046265,1.149425268,4.597701073,10.34482765,83.90804291,94.25287628,619.5999756,2.222222328,8.888889313,20,68.8888855,88.8888855,620.206543,10.86956501,10.86956501,15.21739101,63.04347992,78.26087189,K-5,"132 WEST 89 STREET, MANHATTAN NY 10024",40.788925,-73.972557,0.205,0.187
03M180,P.S. 180 Hugo Newman,,,,,K-8,545,3,0,0.005504587,M180,100,M180,462,352,16,29,3447237,23982.97,91,,,,594.395813,31.25,29.16666603,27.08333397,12.5,39.58333206,599.0444336,33.33333206,22.22222137,22.22222137,22.22222137,44.44444275,596.7451172,33.33333206,47.05882263,9.8039217,9.8039217,19.6078434,PK-8,"370 WEST 120TH STREET, MANHATTAN NY 10027",40.80757,-73.955861,0.727,0.707
03M185,P.S. 185 - The Early Childhood Discovery and Desig,,,,,Elementary (K-5),252,0,0,0,M185,100,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,PK-5,"20 WEST 112 STREET, MANHATTAN NY 10026",40.798461,-73.950146,0.853,0.829
03M191,The Riverside School for Makers and Artists,,,,,K-8,516,3,0,0.005813953,M342,100,M191,444,358,15,32,4427308,24981.27,90,100,100,86,595.2000122,22.22222137,28.88888931,37.77777863,11.11111069,48.88888931,596.472229,36.11111069,22.22222137,8.333333015,33.33333206,41.66666794,585.666687,66.66666412,20.83333397,12.5,0,12.5,PK-8,"300 WEST 61ST STREET, NEW YORK NY 10023",40.7722,-73.990902,0.74,0.72
03M199,P.S. 199 Jessie Isador Straus,,,,,Elementary (K-5),848,0,0,0,M199,100,M199,848,86,9.5,46,4706810,21617.95,83,,,,618.8742065,3.144654036,8.176100731,20.75471687,67.92453003,88.679245,619.041687,4.861111164,6.944444656,18.05555534,70.1388855,88.19444275,624.1732178,0,5.511811256,25.98425102,68.50393677,94.4881897,K-5,"270 WEST 70 STREET, MANHATTAN NY 10023",40.777603,-73.984423,0.103,0.095
03M241,STEM Institute of Manhattan,,,,,Elementary (K-5),134,0,0,0,M113,100,M241,134,124,9.2,8,1392038,33391.51,100,80,,60,581.8695679,56.52173996,21.73913002,21.73913002,0,21.73913002,588.1071167,42.8571434,32.1428566,17.8571434,7.142857075,25,586.444458,50,27.77777863,11.11111069,11.11111069,22.22222137,K-5,"240 WEST 113 STREET, MANHATTAN NY 10026",40.801573,-73.955583,0.925,0.901
03M242,P.S. 242 - The Young Diplomats Magnet Academy,,,,,Elementary (K-5),170,0,0,0,M144,100,M242,152,138,3,16,1615495,34862.39,100,,,,587.7825928,47.82608795,34.78260803,13.04347801,4.347826004,17.39130402,586.4091187,50,40.90909195,9.090909004,0,9.090909004,594.888916,40.74074173,22.22222137,22.22222137,14.81481457,37.0370369,PK-5,"134 WEST 122 STREET, MANHATTAN NY 10027",40.806055,-73.948385,0.894,0.875
03M333,P.S. 333 Manhattan School for Children,,,,,K-8,753,3,0,0.003984064,M118,100,M333,753,132,5.7,44,3881159,21251.55,100,100,82,82,604.9891357,11.95652199,20.652174,44.56521606,22.82608604,67.39130402,609.4130249,5.434782505,16.30434799,36.95652008,41.30434799,78.26087189,608.3536377,13.41463375,23.1707325,25.60975647,37.80487823,63.4146347,K-8,"154 WEST 93 STREET, MANHATTAN NY 10025",40.791395,-73.971011,0.185,0.295
03M334,The Anderson School,,,,,K-8,537,3,1,0.005586592,M044,100,M334,537,45,8.3,19,2427184,16611.15,96,83,67,83,627.6599731,0,4,2,94,96,632.4716797,1.886792421,0,3.773584843,94.3396225,98.11320496,631.28302,1.886792421,0,11.320755,86.79244995,98.11320496,K-8,"100 WEST 77 STREET, MANHATTAN NY 10024",40.780536,-73.977602,0.084,0.142
03M452,P.S. 452,,,,,Elementary (K-5),336,0,0,0,M191,100,M452,282,70,6.3,21,2144124,25475.33,78,,,,607.7666626,6.666666508,23.33333397,36.66666794,33.33333206,70,622.043457,2.173913002,6.521739006,19.56521797,71.73912811,91.30434418,619.4749756,7.5,15,17.5,60,77.5,PK-5,"210 WEST 61 STREET, MANHATTAN NY 10023",40.771603,-73.987515,0.244,0.254
03M859,Special Music School,,,,,K-12,314,6,0,0.01910828,,,M859,314,64,10.2,14,2125729,20841.24,83,100,100,100,636.6363525,0,0,0,100,100,639.7142944,0,0,0,100,100,637.7142944,0,0,0,100,100,K-12,"129 WEST 67 STREET, MANHATTAN NY 10023",40.775256,-73.982976,0.217,0.318
04M007,P.S. 007 Samuel Stern,,,,,K-8,357,2,0,0.005602241,M007,100,M007,337,305,4,27,3466210,24015.6,84,100,100,100,608.5882568,0,17.64705849,64.70587921,17.64705849,82.35294342,593.4285889,35.7142868,17.8571434,39.2857132,7.142857075,46.42856979,617.5,0,29.16666603,20.83333397,50,70.83333588,3K-8,"160 EAST 120 STREET, MANHATTAN NY 10035",40.800616,-73.939374,0.919,0.942
04M012,Tag Young Scholars,,,,,K-8,587,2,0,0.003407155,M117,100,,,,,,,,96,,,,628.222229,0,0,14.28571415,85.7142868,100,632.609375,0,1.5625,4.6875,93.75,98.4375,627.7857056,0,1.785714269,23.2142849,75,98.2142868,K-8,"240 EAST 109 STREET, MANHATTAN NY 10029",40.792556,-73.942285,0.409,0.42
04M037,River East Elementary,,,,,Elementary (K-5),192,0,0,0,M206,100,M037,175,154,4,16,1620621,26661.54,95,,,,605.9091187,15.15151501,9.090909004,48.48484802,27.27272797,75.75757599,590.6956787,39.13043594,34.78260803,26.08695602,0,26.08695602,592.75,45,30,20,5,25,3K-5,"2351 FIRST AVENUE, MANHATTAN NY 10035",40.799265,-73.93374,0.87,0.876
04M038,P.S. 38 Roberto Clemente,,,,,Elementary (K-5),213,0,0,0,M121,50,M038,187,172,9,13,1904427,27992.1,85,100,100,100,575.5151367,75.75757599,18.18181801,6.060606003,0,6.060606003,574.7241211,79.31034851,17.24137878,3.448275805,0,3.448275805,583.4285889,78.57142639,14.28571415,3.571428537,3.571428537,7.142857075,3K-5,"232 EAST 103 STREET, MANHATTAN NY 10029",40.788668,-73.944762,0.92,0.93
04M072,The Lexington Academy,,,,,K-8,620,4,0,0.006451613,M072,100,M072,594,537,22,34,4655865,25661.11,81,100,100,100,590.7377319,34.42623138,37.70491791,24.59016418,3.278688431,27.86885262,589.8928833,37.5,50,8.928571701,3.571428537,12.5,593.5714111,46.93877411,30.61224556,14.28571415,8.163265228,22.44898033,3K-8,"131 EAST 104 STREET, MANHATTAN NY 10029",40.791444,-73.94745,0.913,0.915
04M083,P.S. 083 Luis Munoz Rivera,,,,,Elementary (K-5),439,0,0,0,M083,100,M083,421,378,2,31,2702999,23466.87,100,,,,607.333313,9.523809433,20.63492012,42.8571434,26.98412704,69.84127045,605.3285522,17.1428566,25.7142849,22.8571434,34.2857132,57.1428566,599.0384521,35.89743423,25.64102554,16.66666603,21.79487228,38.46154022,3K-5,"219 EAST 109 STREET, MANHATTAN NY 10029",40.793363,-73.941955,0.897,0.838
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,,,,,K-8,452,1,0,0.002212389,M108,100,,,,,,,,93,83,83,83,597.1071167,25,35.7142868,21.4285717,17.8571434,39.2857132,588.8536377,46.341465,31.70731735,19.51219559,2.439024448,21.95121956,591.9069824,48.83720779,27.9069767,13.95348835,9.302325249,23.2558136,3K-8,"1615 MADISON AVENUE, MANHATTAN NY 10029",40.795032,-73.947855,0.896,0.928
04M112,P.S. 112 Jose Celso Barbosa,,,,,Elementary (K-5),309,0,1,0,,,M112,280,221,10.5,49,5189097,45453.19,96,100,100,100,,,,,,,,,,,,,,,,,,,3K-2,"535 EAST 119 STREET, MANHATTAN NY 10035",40.796889,-73.930528,0.809,0.869
04M146,P.S. 146 Ann M. Short,,,,,Elementary (K-5),334,0,0,0,M146,100,M146,304,295,8,27,3134999,33919.09,67,,,,597.9743652,17.94871712,35.89743423,35.89743423,10.2564106,46.15384674,583.9111328,64.44444275,24.44444466,8.888889313,2.222222328,11.11111069,598.0512695,33.33333206,23.07692337,30.76922989,12.82051277,43.58974457,3K-5,"421 EAST 106 STREET, MANHATTAN NY 10029",40.789535,-73.938727,0.95,0.944
04M155,P.S. 155 William Paca,,,,,Elementary (K-5),260,0,0,0,M155,50,M155,248,244,7,18,1929136,31474,60,,,,585.7800293,54,20,24,2,26,580.2000122,71.42857361,20,5.714285851,2.857142925,8.571428299,579.8292847,82.92682648,7.317073345,9.756097794,0,9.756097794,3K-5,"319 EAST 117 STREET, MANHATTAN NY 10035",40.797507,-73.935895,0.95,0.95
04M171,P.S. 171 Patrick Henry,,,,,K-8,725,1,0,0.00137931,M171,100,M171,689,481,11,38,4845050,21058.57,56,,,,618.0645142,1.612903237,8.064516068,35.48387146,54.83871078,90.32257843,611.43396,3.773584843,20.75471687,33.96226501,41.50943375,75.47169495,606.9393921,16.66666603,27.27272797,28.78787804,27.27272797,56.06060791,3K-8,"19 EAST 103 STREET, MANHATTAN NY 10029",40.792302,-73.951425,0.697,0.779
04M182,The Bilingual Bicultural School,,,,,Elementary (K-5),310,0,0,0,M083,100,M182,310,301,6,25,3024679,26737.08,78,,,,592.5476074,38.09523773,23.80952454,28.5714283,9.523809433,38.09523773,597.6034546,13.79310322,50,27.58620644,8.620689392,36.20689774,598.196106,29.41176414,31.37254906,25.49019623,13.72549057,39.2156868,3K-5,"219 EAST 109 STREET, MANHATTAN NY 10029",40.793363,-73.941955,0.95,0.932
04M206,P.S. 206 Jose Celso Barbosa,,,,,K-8,473,1,0,0.002114165,M206,100,M206,473,398,33,47,6643430,38199.37,96,79,75,79,585.6973877,53.94736862,21.05263138,17.10526276,7.894736767,25,590.4050903,44.30379868,27.84810066,15.1898737,12.65822792,27.84810066,595.1707153,40.24390411,20.73170662,24.39024353,14.63414669,39.02439117,,,,,0.846,0.888
04M375,Mosaic Preparatory Academy,,,,,Elementary (K-5),333,1,0,0.003003003,M101,100,M375,297,277,6,27,2377866,28321.28,66,,,,588.104187,39.58333206,33.33333206,20.83333397,6.25,27.08333397,588.9729614,43.24324417,37.83783722,18.91891861,0,18.91891861,589.4865112,40.54053879,32.43243408,18.91891861,8.108108521,27.02702713,3K-5,"141 EAST 111 STREET, MANHATTAN NY 10029",40.796098,-73.944546,0.95,0.95
04M497,Central Park East I,,,,,Elementary (K-5),196,0,0,0,M013,100,M497,169,73,7.9,8,1479952,25988.79,60,,,,588.75,37.5,37.5,12.5,12.5,25,,,,,,,,,,,,,PK-5,"1573 MADISON AVENUE, MANHATTAN NY 10029",40.793649,-73.948488,0.429,0.536
04M964,Central Park East II,,,,,K-8,448,1,0,0.002232143,M171,100,M964,430,184,12.2,24.7,3304681,23908.44,77,100,100,100,609.9031982,6.451612949,25.8064518,32.25806427,35.48387146,67.74193573,600.3947144,15.78947353,36.84210587,31.57894707,15.78947353,47.36841965,606.4285889,14.28571415,8.571428299,48.57143021,28.5714283,77.14286041,3K-8,"433 EAST 100 STREET, MANHATTAN NY 10029",40.785559,-73.940919,0.433,0.585
05M030,P.S. 030 Hernandez/Hughes,,,,,Elementary (K-5),252,0,0,0,M030,100,M030,236,223,15,24,3276414,37952.9,93,100,100,100,595.7999878,28.5714283,25.7142849,28.5714283,17.1428566,45.7142868,592.2903442,29.03225899,38.70967865,25.8064518,6.451612949,32.25806427,591.3548584,51.61290359,22.58064461,6.451612949,19.35483932,25.8064518,3K-5,"144-176 EAST 128 STREET, MANHATTAN NY 10035",40.805653,-73.935461,0.948,0.95
05M036,P.S. 036 Margaret Douglas,,,,,Elementary (K-5),391,0,0,0,M036,100,M036,350,307,5,36,3806241,31125.53,63,67,83,100,593.9815063,31.48148155,31.48148155,22.22222137,14.81481457,37.0370369,585.8510742,51.06383133,27.65957451,17.02127647,4.255319118,21.27659607,597.7608643,36.95652008,23.91304398,28.26086998,10.86956501,39.13043594,3K-5,"123 MORNINGSIDE DRIVE, MANHATTAN NY 10027",40.810705,-73.957409,0.895,0.894
05M092,P.S. 092 Mary McLeod Bethune,,,,,Elementary (K-5),265,0,0,0,M092,100,M092,247,243,6.6,20,2234537,34745.07,59,,,,587.8461304,41.0256424,38.46154022,12.82051277,7.692307472,20.5128212,587.0425415,55.31914902,25.53191566,10.63829803,8.510638237,19.14893532,589.7142944,48.57143021,37.1428566,8.571428299,5.714285851,14.28571415,PK-5,"222 WEST 134 STREET, MANHATTAN NY 10030",40.814917,-73.945838,0.95,0.95
05M123,P.S. 123 Mahalia Jackson,,,,,K-8,479,4,0,0.008350731,M123,100,M123,443,424,22,24,3951176,29159.98,87,,,,581.3703613,53.70370483,33.33333206,7.407407284,5.555555344,12.9629631,591.958313,37.5,31.25,25,6.25,31.25,588.8863525,56.81818008,27.27272797,13.63636398,2.272727251,15.909091,3K-8,"301 WEST 140 STREET, MANHATTAN NY 10030",40.820216,-73.944551,0.95,0.935
05M125,P.S. 125 Ralph Bunche,,,,,Elementary (K-5),297,0,0,0,M125,100,M125,247,182,9,11,1879923,26088.41,92,,,,594.46875,31.25,40.625,15.625,12.5,28.125,612.1904907,4.761904716,28.5714283,14.28571415,52.38095093,66.66666412,596.7999878,30,36.66666794,26.66666603,6.666666508,33.33333206,PK-5,"425 WEST 123 STREET, MANHATTAN NY 10027",40.810793,-73.955722,0.687,0.653
05M129,P.S. 129 John H. Finley,,,,,K-8,435,2,0,0.004597701,M129,100,M129,407,378,6,31,3663859,28812.05,56,86,100,100,591,32,32,28,8,36,594.2750244,30,22.5,32.5,15,47.5,588.31427,57.1428566,17.1428566,14.28571415,11.4285717,25.7142849,3K-8,"425 WEST 130 STREET, MANHATTAN NY 10027",40.814914,-73.95202,0.943,0.936
05M133,P.S. 133 Fred R Moore,,,,,Elementary (K-5),211,0,0,0,M133,100,M133,195,182,12,13,2112674,38862.04,100,60,60,100,581.6451416,58.06451797,32.25806427,6.451612949,3.225806475,9.677419662,580.1714478,71.42857361,25.7142849,2.857142925,0,2.857142925,586.0714111,67.85713959,10.71428585,17.8571434,3.571428537,21.4285717,3K-5,"2121 5 AVENUE, MANHATTAN NY 10037",40.809665,-73.939178,0.929,0.899
05M154,P.S. 154 Harriet Tubman,,,,,Elementary (K-5),302,0,1,0,M154,100,M154,274,267,5.5,24,2637667,30048.89,76,,,,581.0425415,63.82978821,23.40425491,8.510638237,4.255319118,12.76595783,583.75,61.36363602,25,6.818181992,6.818181992,13.63636398,578.0789185,73.68421173,13.15789509,13.15789509,0,13.15789509,3K-5,"250 WEST 127 STREET, MANHATTAN NY 10027",40.810499,-73.948902,0.95,0.95
05M161,P.S. 161 Pedro Albizu Campos,,,,,K-8,838,2,0,0.002386635,M161,100,M161,838,808,16,56,6153445,25150.7,97,79,86,86,598.3255615,26.7441864,22.0930233,38.3720932,12.79069805,51.16279221,583.8795166,54.21686935,36.14457703,8.433734894,1.204819322,9.638554573,599.2307739,38.46154022,21.79487228,19.23077011,20.5128212,39.74359131,K-8,"499 WEST 133 STREET, MANHATTAN NY 10027",40.817719,-73.952476,0.95,0.939
05M194,P.S. 194 Countee Cullen,,,,,Elementary (K-5),238,0,0,0,M194,100,M194,220,215,8,13,2064748,30369.18,96,,,,585.416687,50,29.16666603,16.66666603,4.166666508,20.83333397,580,71.42857361,14.28571415,8.571428299,5.714285851,14.28571415,588.0975342,60.97560883,19.51219559,14.63414669,4.878048897,19.51219559,PK-5,"244 WEST 144 STREET, MANHATTAN NY 10030",40.821208,-73.941111,0.95,0.95
05M197,P.S. 197 John B. Russwurm,,,,,Elementary (K-5),314,0,0,0,M197,100,M197,289,269,4,26,2848184,32556.43,63,100,100,80,583.770813,56.25,16.66666603,22.91666603,4.166666508,27.08333397,585.3214111,58.92856979,32.1428566,5.357142925,3.571428537,8.928571701,580.638916,69.44444275,19.44444466,11.11111069,0,11.11111069,3K-5,"2230 5 AVENUE, MANHATTAN NY 10037",40.813532,-73.938347,0.93,0.925
05M200,P.S. 200- The James Mccune Smith School,,,,,Elementary (K-5),393,0,0,0,,,,,,,,,,81,100,100,100,586.3787842,46.96969604,30.30303001,16.66666603,6.060606003,22.72727203,590.854187,41.66666794,31.25,20.83333397,6.25,27.08333397,586.5714111,61.90476227,23.80952454,12.6984129,1.587301612,14.28571415,3K-5,"2589 7 AVENUE, MANHATTAN NY 10039",40.823988,-73.935746,0.911,0.939
05M318,Thurgood Marshall Academy Lower School,,,,,Elementary (K-5),221,0,0,0,M371,100,M318,221,189,7.7,9,1254093,23207.82,94,,,,603.5250244,10,35,30,25,55,601.4359131,12.82051277,38.46154022,30.76922989,17.94871712,48.71794891,597.810791,35.13513565,29.72973061,27.02702713,8.108108521,35.13513565,K-5,"276 WEST 151ST STREET, MANHATTAN NY 10039",40.825831,-73.937833,0.864,0.821
06M004,P.S. 004 Duke Ellington,,,,,Elementary (K-5),557,0,0,0,M004,100,M004,523,444,11,35,3824989,27604.4,96,88,88,75,591.8860474,37.97468185,20.25316429,34.17721558,7.594936848,41.77215195,588.8928833,44.6428566,33.92856979,13.39285755,8.035714149,21.4285717,587.2666626,55.55555725,30,8.888889313,5.555555344,14.44444466,PK-5,"500 WEST 160 STREET, MANHATTAN NY 10032",40.834877,-73.941594,0.853,0.891
06M005,P.S. 005 Ellen Lurie,,,,,Elementary (K-5),597,0,0,0,M005,100,M005,561,476,9.7,42,4566324,25816.13,79,,,,590.5258789,37.93103409,28.44827652,26.72413826,6.896551609,33.62068939,591.7297363,35.13513565,36.48648834,20.27026939,8.108108521,28.37837791,593.6428833,48.57143021,25.7142849,14.28571415,11.4285717,25.7142849,PK-5,"3703 TENTH AVENUE, MANHATTAN NY 10034",40.857633,-73.922277,0.866,0.906
06M008,P.S. 008 Luis Belliard,,,,,Elementary (K-5),532,0,0,0,M008,100,M008,485,469,12,34,3643477,24362.27,100,100,100,100,599.6923218,23.07692337,19.23077011,38.46154022,19.23077011,57.69230652,597.4677124,24.1935482,32.25806427,25.8064518,17.74193573,43.54838562,597.4666748,32,33.33333206,21.33333397,13.33333302,34.66666794,PK-5,"465 WEST 167 STREET, MANHATTAN NY 10032",40.839235,-73.936614,0.95,0.91
06M028,P.S. 028 Wright Brothers,,,,,Elementary (K-5),681,0,0,0,M028,100,M028,647,599,7,55,5150157,26246.92,100,90,90,90,594.1208496,32.96703339,27.47252655,28.5714283,10.98901081,39.56044006,598.6776733,23.1404953,32.23140335,28.92561913,15.70247936,44.62809753,594.1818237,44.44444275,31.31313133,14.14141369,10.10101032,24.24242401,PK-5,"475 WEST 155 STREET, MANHATTAN NY 10032",40.83163,-73.942023,0.937,0.95
06M098,P.S. 098 Shorac Kappock,,,,,Elementary (K-5),469,0,0,0,M098,100,M098,402,373,8,35,3557474,30318.96,61,40,40,20,591.1014404,43.47826004,18.84057999,28.98550797,8.695652008,37.68115997,588.0769043,55.38461685,13.84615421,12.30769253,18.46153831,30.76922989,585.9749756,60,23.75,6.25,10,16.25,PK-5,"512 WEST 212 STREET, MANHATTAN NY 10034",40.867741,-73.917814,0.908,0.884
06M103,Dos Puentes Elementary School,,,,,Elementary (K-5),351,0,0,0,M132,100,M103,351,243,12.9,17,2622438,23443.39,100,100,80,100,599,28.81355858,23.72881317,27.11864471,20.33898354,47.45762634,591.9215698,54.90196228,15.68627453,17.64705849,11.76470566,29.41176414,,,,,,,K-5,"185 WADSWORTH AVENUE, MANHATTAN NY 10033",40.850561,-73.933964,0.698,0.687
06M115,P.S. 115 Alexander Humboldt,,,,,Elementary (K-5),475,0,0,0,M115,100,M115,441,429,2.7,33,3692345,27585.42,81,86,86,86,596.3117065,24.67532539,31.16883087,29.87013054,14.28571415,44.15584564,587.111084,51.85185242,23.45679092,17.28395081,7.407407284,24.69135857,586.355957,61.0169487,25.42372894,10.16949177,3.389830589,13.55932236,PK-5,"586 WEST 177 STREET, MANHATTAN NY 10033",40.846116,-73.93514,0.95,0.945
06M132,P.S. 132 Juan Pablo Duarte,,,,,Elementary (K-5),305,0,0,0,M132,100,M132,305,265,8,28,3114566,36640.61,100,67,83,100,594.1333618,26.66666603,35.55555725,24.44444466,13.33333302,37.77777863,594.75,34.61538315,26.92307663,25,13.46153831,38.46154022,589.0294189,42.64706039,38.23529434,14.70588207,4.411764622,19.11764717,K-5,"185 WADSWORTH AVENUE, MANHATTAN NY 10033",40.850561,-73.933964,0.875,0.909
06M152,P.S. 152 Dyckman Valley,,,,,Elementary (K-5),572,0,0,0,M152,100,M152,514,504,8.2,39,4329667,26742.55,87,100,86,100,593.3900146,29,30,33,8,41,585.9529419,45.88235474,34.11764526,15.29411793,4.705882549,20,590.0750122,50,22.5,21.25,6.25,27.5,PK-5,"93 NAGLE AVENUE, MANHATTAN NY 10040",40.859804,-73.927578,0.95,0.932
06M153,P.S. 153 Adam Clayton Powell,,,,,Elementary (K-5),589,0,0,0,M153,100,M153,541,503,13,28,2851150,24640.73,57,,,,594.456543,32.60869598,21.73913002,38.04347992,7.608695507,45.65217209,591.8977051,37.5,29.54545403,20.45454597,12.5,32.95454407,593.3132324,46.98795319,24.09638596,14.45783138,14.45783138,28.91566277,PK-5,"1750 AMSTERDAM AVENUE, MANHATTAN NY 10031",40.826514,-73.947599,0.927,0.882
06M173,P.S. 173,,,,,Elementary (K-5),489,0,0,0,M173,100,M173,430,388,6.2,33,2923312,25625.92,90,100,100,100,589.1594238,37.68115997,31.884058,20.28985596,10.14492798,30.43478203,602.416687,16.66666603,37.5,16.66666603,29.16666603,45.83333206,594.1687012,38.55421829,38.55421829,14.45783138,8.433734894,22.89156532,PK-5,"306 FORT WASHINGTON AVENUE, MANHATTAN NY 10033",40.845459,-73.939785,0.902,0.809
06M178,Professor Juan Bosch Public School,,,,,Elementary (K-5),292,0,0,0,M178,100,M178,292,213,7.5,27,2629444,31480.88,100,100,100,100,604.7380981,7.142857075,26.19047546,40.47618866,26.19047546,66.66666412,600.527771,8.333333015,52.77777863,27.77777863,11.11111069,38.88888931,604.1923218,15.38461494,26.92307663,36.53845978,21.15384674,57.69230652,K-5,"12-18 ELLWOOD STREET, MANHATTAN NY 10040",40.85924,-73.928301,0.733,0.689
06M187,P.S./I.S. 187 Hudson Cliffs,,,,,K-8,799,2,0,0.002503129,M187,20,M187,781,332,14,39,4487510,19605.94,51,86,86,86,607.5432129,4.938271523,25.92592621,39.50617218,29.62962914,69.13580322,610.4788818,4.225352287,25.35211182,28.16901398,42.25352097,70.42253876,605.5294189,15.29411793,30.58823586,30.58823586,23.52941132,54.11764526,PK-8,"349 CABRINI BOULEVARD, MANHATTAN NY 10040",40.856239,-73.93684,0.433,0.433
06M189,P.S. 189,,,,,Elementary (K-5),813,0,0,0,M189,100,M189,748,695,9.7,55,5565209,26582.45,81,100,100,100,591.6052856,36.84210587,25.65789413,28.28947449,9.210526466,37.5,593.4887085,32.33082581,36.84210587,18.04511261,12.78195477,30.82706833,592.7641602,41.50943375,35.84905624,15.09433937,7.547169685,22.64151001,PK-5,"2580 AMSTERDAM AVENUE, MANHATTAN NY 10040",40.853045,-73.928048,0.93,0.883
06M192,P.S. 192 Jacob H. Schiff,,,,,Elementary (K-5),439,0,0,0,M192,100,M192,392,372,5,33,3001284,26436.38,84,90,90,90,584.9215698,50.98039246,19.6078434,29.41176414,0,29.41176414,591.2571411,41.42856979,22.8571434,28.5714283,7.142857075,35.7142868,588.9333496,55,18.33333397,20,6.666666508,26.66666603,PK-5,"500 WEST 138 STREET, MANHATTAN NY 10031",40.82051,-73.952023,0.945,0.885
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,,,,,K-8,419,0,0,0,M093,100,,,,,,,,95,80,80,80,615.5,3.125,6.25,34.375,56.25,90.625,603.2750244,12.5,37.5,30,20,50,609.9677124,6.451612949,12.9032259,45.16128922,35.48387146,80.64516449,PK-8,"501-503 WEST 152 STREET, MANHATTAN NY 10031",40.830004,-73.944666,0.924,0.873
06M278,Paula Hedbavny School,,,,,K-8,559,3,0,0.005366726,M918,100,M278,559,373,8,27,3180637,19347.2,100,100,100,88,594.8620605,24.13793182,27.58620644,36.20689774,12.06896591,48.27586365,603.6206665,12.06896591,34.48275757,27.58620644,25.86206818,53.44827652,602.6271362,27.11864471,20.33898354,28.81355858,23.72881317,52.54237366,K-8,"421 W 219TH ST, MANHATTAN NY 10034",40.871673,-73.912339,0.674,0.619
06M311,Amistad Dual Language School,,,,,K-8,395,1,0,0.002531646,M176,100,M311,395,320,17,11,2305567,21900.2,100,100,88,100,604.4347534,8.695652008,30.43478203,41.30434799,19.56521797,60.86956406,596.5,26.31579018,39.4736824,18.42105293,15.78947353,34.21052551,598.8780518,34.14634323,31.70731735,21.95121956,12.19512177,34.14634323,K-8,"4862 BROADWAY, MANHATTAN NY 10034",40.866381,-73.923818,0.813,0.768
