schooldbn,printedschoolname,Borough,gradespan,Latitude,Longitude,Student Enrollment,Full Time certified  STEM teachers,Part Time certified STEM teachers,Ratio of Full Time Licensed STEM Teachers to Students*,Mbps Bandwidth,# of Comp Sci Courses,# of AP Comp Sci Courses,# of Full CS Courses,# of Partial CS Courses,K-12 Enrollment,K-12 FRPL Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Classroom Teachers,Total School Funding per Pupil,Teacher_Response_Rate,17a. SD/D,17a. SA/A,"17b. SD/D,",17b. SA/A,17c. SD/D,17c. SA/A,number_tested,number_level_one,number_level_two,number_level_three,number_level_four,percent_level_one,percent_level_two,percent_level_three,percent_level_four,poverty_percent
14K318,Eugenio Maria de Hostos (I.S. 318),BROOKLYN,GR 6-8,40.7025,-73.948869,1249,13,0,0.01040832666,100,2,0,1,1,1249,817,5,79.0,7831064,21204.89,84,0,100,0,100,0,100,977,403,263,176,135,0.4124872057,0.2691914023,0.1801432958,0.1381780962,66.8
01M450,East Side Community School,MANHATTAN,GR 6-12,40.729589,-73.982555,683,13,0,0.01903367496,200,2,1,1,1,683,442,9,38.0,4299160,21194.44,92,5,95,11,89,5,95,217,42,66,73,36,0.1935483871,0.3041474654,0.33640553,0.1658986175,65.4
01M539,"New Explorations into Science, Technology and Math",MANHATTAN,GR K-12,40.718895,-73.979308,1734,19,0,0.01095732411,100,3,1,2,1,1734,395,36,62.0,7871234,16571.2,95,12,88,20,80,28,72,267,1,10,60,196,0.003745318352,0.03745318352,0.2247191011,0.734082397,23.9
01M839,Tompkins Square Middle School,MANHATTAN,GR 6-8,40.72438,-73.98138,373,7,0,0.01876675603,100,,,,,373,257,6,23.0,2666337,23586.56,75,0,100,0,100,13,88,247,71,54,66,56,0.2874493927,0.2186234818,0.2672064777,0.2267206478,69.4
13K008,Robert Fulton (P.S./M.S. 8),BROOKLYN,GR K-8,40.694926,-73.986015,916,4,0,0.004366812227,10,,,,,916,168,9.2,54.7,5144902,18730.25,88,0,100,0,100,0,100,143,33,38,42,30,0.2307692308,0.2657342657,0.2937062937,0.2097902098,19.1
15K464,Park Slope Collegiate,BROOKLYN,GR 6-12,40.669629,-73.979287,654,12,0,0.01834862385,40,,,,,654,437,15,37.0,4257143,21219.79,65,0,100,0,100,0,100,109,30,31,32,16,0.2752293578,0.2844036697,0.2935779817,0.1467889908,67.3
13K113,Ronald Edmonds Learning Center (M.S. 113),BROOKLYN,GR 6-8,40.688811,-73.971009,305,4,0,0.0131147541,200,,,,,305,278,4,22.0,2901572,26421.23,85,0,100,0,100,0,100,276,146,91,35,4,0.5289855072,0.3297101449,0.1268115942,0.01449275362,92.5
13K265,Dr. Susan S. McKinney Secondary School of the Arts,BROOKLYN,GR 6-12,40.696324,-73.97578,370,9,0,0.02432432432,100,5,0,5,0,370,339,1,35.0,3292390,26900.52,79,0,100,0,100,0,100,92,62,25,2,3,0.6739130435,0.2717391304,0.02173913043,0.03260869565,92.2
13K266,Park Place Community (M.S. 266),BROOKLYN,GR 6-8,40.679097,-73.94684,160,4,0,0.025,100,,,,,160,135,4,11.0,1401825,29238.88,87,,,,,,,130,58,44,19,9,0.4461538462,0.3384615385,0.1461538462,0.06923076923,86.9
13K301,Satellite East Middle School,BROOKLYN,GR 6-8,40.686076,-73.945229,99,2,0,0.0202020202,50,,,,,99,94,2,7.0,997787,35246.73,90,,,,,,,83,43,31,9,0,0.5180722892,0.3734939759,0.1084337349,0,94.9
13K313,The Dock Street School,BROOKLYN,GR 6-8,40.703106,-73.992549,199,5,0,0.02512562814,10,,,,,199,144,6.5,13.0,1930887,24935.52,50,,,,,,,170,39,47,52,32,0.2294117647,0.2764705882,0.3058823529,0.1882352941,72.9
13K351,Urban Assembly Unison School,BROOKLYN,GR 6-8,40.68505,-73.960659,149,4,0,0.02684563758,100,3,0,0,3,149,133,0,16.0,1418004,28393.54,94,0,100,17,83,17,83,139,86,29,14,10,0.618705036,0.2086330935,0.1007194245,0.07194244604,89.9
14K071,Juan Morel Campos Secondary School,BROOKLYN,GR 6-12,40.703624,-73.953146,534,11,0,0.02059925094,100,3,0,2,1,534,465,12,52.0,5008010,33640.82,99,0,100,17,83,8,92,152,62,59,23,8,0.4078947368,0.3881578947,0.1513157895,0.05263157895,88.2
13K492,Academy of Arts and Letters,BROOKLYN,GR K-8,40.690765,-73.971376,519,4,0,0.007707129094,100,,,,,519,155,8,26.2,2923683,19780.57,94,,,,,,,96,8,21,32,35,0.08333333333,0.21875,0.3333333333,0.3645833333,30.6
13K527,Urban Assembly Institute of Math and Science for Young Women (M.S. 527),BROOKLYN,GR 6-12,40.694682,-73.988853,480,10,0,0.02083333333,40,,,,,480,407,14,23.0,2987336,20222.82,100,0,100,20,80,10,90,152,55,50,36,11,0.3618421053,0.3289473684,0.2368421053,0.07236842105,85.8
14K050,John D. Wells (M.S. 50),BROOKLYN,GR 6-8,40.711704,-73.960275,289,5,0,0.01730103806,100,,,,,289,257,6,21.0,2546141,27382.39,96,11,89,11,89,11,89,233,96,78,39,20,0.4120171674,0.3347639485,0.1673819742,0.08583690987,90
14K084,Jose de Diego Magnet School of Visual Arts and Sciences (P.S./M.S. 84),BROOKLYN,GR PK-8,40.714785,-73.963,793,1,0,0.001261034048,100,6,0,0,6,724,360,21,63.0,6803094,26892.08,92,0,100,0,100,0,100,187,89,69,26,3,0.4759358289,0.3689839572,0.1390374332,0.01604278075,48.5
14K126,John Ericsson Middle School (M.S. 126),BROOKLYN,GR 6-8,40.719819,-73.948625,378,7,0,0.01851851852,10,,,,,378,318,7,29.0,2984135,28589.42,92,0,100,0,100,0,100,323,183,95,31,14,0.5665634675,0.2941176471,0.0959752322,0.04334365325,85.2
14K157,The Benjamin Franklin Magnet School for Civic Leadership in Health and Science (P.S./I.S. 157),BROOKLYN,GR PK-8,40.695417,-73.959571,479,1,0,0.002087682672,50,,,,,448,395,6,36.0,3401629,25913.47,63,,,,,,,157,89,48,16,4,0.5668789809,0.3057324841,0.101910828,0.02547770701,87.3
14K577,Middle School 577,BROOKLYN,GR 6-8,40.715351,-73.956716,502,7,0,0.01394422311,50,,,,,502,265,9,25.0,3214867,20694.15,97,0,100,0,100,7,93,300,57,92,87,64,0.19,0.3066666667,0.29,0.2133333333,54
14K582,Upper Ten Eyck School (M.S. 582),BROOKLYN,GR 6-8,40.708723,-73.940002,265,5,0,0.01886792453,50,,,,,265,218,5.8,21.0,2017885,27422.62,100,0,100,13,88,13,88,215,87,73,40,15,0.4046511628,0.3395348837,0.1860465116,0.06976744186,83.8
14K586,Lyons Community School,BROOKLYN,GR 6-12,40.709941,-73.943641,496,16,0,0.03225806452,200,,,,,496,443,8,34.0,3413234,24607.46,100,0,100,0,100,0,100,138,108,21,9,0,0.7826086957,0.152173913,0.0652173913,0,91.9
14K614,The Young Women's Leadership School of Brooklyn,BROOKLYN,GR 6-12,40.705204,-73.939407,406,9,0,0.02216748768,100,1,1,1,0,406,313,5,23.0,2387361,21028.84,83,9,91,27,73,18,82,136,54,50,30,2,0.3970588235,0.3676470588,0.2205882353,0.01470588235,80
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",QUEENS,GR 6-12,40.742839,-73.936782,665,10,0,0.01503759398,100,,,,,665,512,8,30.0,3491575,19232.03,68,0,100,0,100,0,100,110,6,13,37,54,0.05454545455,0.1181818182,0.3363636364,0.4909090909,77.6
24Q005,The Walter Crowley Intermediate School (I.S. 5),QUEENS,GR 6-8,40.737718,-73.887429,1798,30,0,0.01668520578,20,,,,,1798,1414,29.7,104.0,11198280,20144.42,100,16,84,18,82,11,89,1633,392,430,392,419,0.2400489896,0.2633190447,0.2400489896,0.2565829761,80.4
24Q049,Dorothy Bonawit Kole (P.S./I.S. 49),QUEENS,GR K-8,40.719867,-73.875093,1160,7,0,0.006034482759,20,6,0,0,6,1160,551,16,57.0,6137833,18558.62,46,0,100,0,100,20,80,364,46,90,102,126,0.1263736264,0.2472527473,0.2802197802,0.3461538462,47.9
24Q061,Leonardo da Vinci (I.S. 61),QUEENS,GR 6-8,40.742668,-73.863307,2238,30,0,0.01340482574,50,3,0,0,3,2238,2152,50,125.7,14666508,21827.37,29,50,50,57,43,29,71,2000,930,633,302,135,0.465,0.3165,0.151,0.0675,95
24Q073,The Frank Sansivieri Intermediate School (I.S. 73),QUEENS,GR 6-8,40.729215,-73.893624,1971,34,0,0.01725012684,10,,,,,1971,1385,47,96.0,11291573,20288.74,88,9,91,14,86,5,95,1731,438,475,381,437,0.2530329289,0.2744078567,0.2201039861,0.2524552282,71.4
26Q266,P.S. /I.S. 266 Q,QUEENS,GR PK-8,40.746231,-73.727614,649,4,0,0.006163328197,10,8,0,2,6,631,336,4,48.0,4574351,22836.46,94,0,100,0,100,0,100,177,26,66,39,46,0.1468926554,0.3728813559,0.2203389831,0.2598870056,53.8
24Q077,I.S. 77,QUEENS,GR 6-8,40.699516,-73.90214,1012,14,0,0.01383399209,200,3,0,0,3,1012,932,15,64.0,7069920,23421.12,94,13,87,9,91,9,91,880,406,262,146,66,0.4613636364,0.2977272727,0.1659090909,0.075,92.6
24Q087,The Middle Village School (P.S./I.S. 87),QUEENS,GR PK-8,40.711815,-73.871238,606,2,0,0.003300330033,20,,,,,560,355,11,42.0,4611847,24727.55,62,,,0,100,0,100,164,67,49,35,13,0.4085365854,0.2987804878,0.2134146341,0.07926829268,64.7
24Q093,Ridgewood I.S. 93,QUEENS,GR 6-8,40.706041,-73.902584,1099,18,0,0.01637852593,20,2,0,0,2,1099,1041,17,69.0,7584275,21919.42,100,3,97,3,97,3,97,919,339,282,185,113,0.3688792165,0.3068552775,0.2013057671,0.1229597388,94.8
24Q102,P.S./I.S. 102Q,QUEENS,GR PK-8,40.733514,-73.877857,1326,6,0,0.004524886878,20,,,,,1286,1097,21,74.0,7906996,20354.36,89,0,100,11,89,6,94,394,63,90,104,137,0.1598984772,0.2284263959,0.2639593909,0.347715736,86
24Q113,Anthony J. Pranzo (P.S./I.S. 113),QUEENS,GR K-8,40.705516,-73.862208,896,3,0,0.003348214286,30,3,0,0,3,896,497,5,50.0,4865034,19779.24,100,11,89,0,100,0,100,333,54,100,99,80,0.1621621622,0.3003003003,0.2972972973,0.2402402402,56.6
24Q119,Glendale (I.S. 119),QUEENS,GR K-8,40.704406,-73.875183,1277,10,0,0.007830853563,50,9,0,0,9,1277,936,23,49.0,6547476,17669.57,82,0,100,0,100,0,100,478,127,120,76,155,0.2656903766,0.2510460251,0.1589958159,0.3242677824,74.2
24Q125,Thomas J. McCann Woodside (I.S. 125),QUEENS,GR 6-8,40.741131,-73.918945,1504,27,0,0.01795212766,200,1,0,0,1,1504,1139,18,87.0,9101455,19968.6,100,5,95,11,89,11,89,1181,289,332,320,240,0.2447078747,0.2811176969,0.2709568163,0.2032176122,77.3
24Q128,Juniper Valley (P.S. 128),QUEENS,GR K-8,40.715344,-73.886215,969,6,0,0.006191950464,100,,,,,969,353,18,46.0,5307758,18903.88,71,,,,,,,279,40,76,75,88,0.1433691756,0.2724014337,0.2688172043,0.3154121864,36.8
24Q311,Corona Arts and Sciences Academy (CASA),QUEENS,GR 6-8,40.745709,-73.865329,733,9,0,0.01227830832,20,,,,,733,714,35.7,21.0,4622318,21427.33,100,5,95,5,95,11,89,729,340,212,128,49,0.4663923182,0.2908093278,0.1755829904,0.06721536351,95
25Q164,Queens Valley School,QUEENS,GR PK-8,40.720924,-73.823362,693,2,0,0.002886002886,50,6,0,0,6,660,491,5,49.0,4891665,22059.02,100,8,92,7,93,7,93,176,40,39,43,54,0.2272727273,0.2215909091,0.2443181818,0.3068181818,74
25Q185,Edward Bleeker (J.H.S. 185),QUEENS,GR 6-8,40.775253,-73.819347,1521,30,0,0.01972386588,40,1,0,1,0,1521,1166,16,83.0,8453105,19324.9,76,0,100,4,96,0,100,1293,215,255,297,526,0.1662799691,0.1972157773,0.2296983759,0.4068058778,77.1
25Q189,Daniel Carter Beard (J.H.S. 189),QUEENS,GR 6-8,40.759844,-73.820548,771,15,0,0.01945525292,40,,,,,771,595,14,37.0,4500486,20753.87,85,7,93,7,93,0,100,637,131,155,175,176,0.2056514914,0.2433281005,0.2747252747,0.2762951334,79.2
25Q194,William H. Carr (J.H.S. 194),QUEENS,GR 6-8,40.78365,-73.807838,1241,22,1,0.017727639,10,,,,,1241,738,13.6,67.0,6908134,18664.26,59,25,75,25,75,25,75,1176,225,244,259,448,0.1913265306,0.2074829932,0.2202380952,0.380952381,60.3
25Q200,The Magnet School of Global Studies & Leadership (P.S./M.S. 200),QUEENS,GR PK-8,40.731369,-73.805116,522,1,0,0.001915708812,100,,,,,,,,,,,93,0,100,0,100,0,100,179,41,50,47,41,0.2290502793,0.2793296089,0.2625698324,0.2290502793,72.4
25Q219,Paul Klapper (P.S./M.S. 219),QUEENS,GR PK-8,40.735275,-73.823778,642,4,0,0.006230529595,10,,,,,605,443,17.5,58.0,6649129,33535.34,65,67,33,33,67,33,67,138,21,41,38,38,0.152173913,0.2971014493,0.2753623188,0.2753623188,74
25Q237,Rachel Carson (I.S. 237),QUEENS,GR 6-8,40.749545,-73.822073,1368,24,2,0.01754385965,30,,,,,1368,1153,16.7,72.0,7733727,20225.48,90,0,100,8,92,4,96,1298,217,222,305,554,0.1671802773,0.1710323575,0.2349768875,0.4268104777,85.2
25Q250,Robert F. Kennedy Community Middle School (I.S. 250),QUEENS,GR 6-8,40.724458,-73.810216,399,7,0,0.01754385965,20,,,,,399,328,8.5,26.0,2703918,22379.88,100,,,,,,,390,142,110,78,60,0.3641025641,0.2820512821,0.2,0.1538461538,84.2
25Q252,The Queens School of Inquiry,QUEENS,GR 6-12,40.724458,-73.810216,576,14,1,0.02430555556,20,1,0,1,0,576,344,13.3,36.0,4044981,23903.21,98,0,100,0,100,0,100,160,44,50,45,21,0.275,0.3125,0.28125,0.13125,61.3
25Q281,East-West School of International Studies,QUEENS,GR 6-12,40.749545,-73.822073,649,15,0,0.02311248074,30,1,1,1,0,649,560,18.5,39.0,4758106,23501.11,95,17,83,17,83,6,94,184,15,25,58,86,0.08152173913,0.1358695652,0.3152173913,0.4673913043,86.6
25Q285,World Journalism Preparatory: A College Board School,QUEENS,GR 6-12,40.765133,-73.790083,567,11,0,0.01940035273,40,4,1,1,3,567,320,5,32.0,3295696,20175.24,100,0,100,0,100,0,100,158,38,49,47,24,0.2405063291,0.3101265823,0.2974683544,0.1518987342,57
25Q294,BELL Academy,QUEENS,GR 6-8,40.782298,-73.779099,375,7,0,0.01866666667,50,,,,,,,,,,,100,,,,,,,225,31,40,77,72,0.1377777778,0.1777777778,0.3422222222,0.32,48.5
31R049,Berta A. Dreyfus (I.S. 49),STATEN IS,GR 6-8,40.620347,-74.081643,612,9,0,0.01470588235,100,,,,,612,576,17,48.0,4647296,28141.41,58,15,85,15,85,15,85,597,366,138,66,27,0.6130653266,0.2311557789,0.1105527638,0.04522613065,94.8
25Q499,"Queens College School for Math, Science and Technology",QUEENS,GR PK-8,40.739246,-73.822057,506,2,0,0.00395256917,50,5,0,0,5,488,247,6,21.0,2609427,18260.19,55,,,,,,,126,1,20,33,72,0.007936507937,0.1587301587,0.2619047619,0.5714285714,50.4
31R002,George L. Egbert (I.S. 2),STATEN IS,GR 6-8,40.576725,-74.100726,979,11,0,0.01123595506,100,,,,,979,696,11,59.0,7198944,21100.86,72,6,94,6,94,6,94,936,341,278,199,118,0.3643162393,0.297008547,0.2126068376,0.1260683761,71.6
31R007,Elias Bernstein (I.S. 7),STATEN IS,GR 6-8,40.523757,-74.185941,1163,14,0,0.01203783319,50,3,0,0,3,1163,427,9,66.0,6772472,20572.56,59,6,94,13,88,6,94,1066,137,248,326,355,0.1285178236,0.2326454034,0.3058161351,0.3330206379,37.1
31R024,Myra S. Barnes (I.S. 24),STATEN IS,GR 6-8,40.545281,-74.14632,1267,20,0,0.01578531965,100,3,0,2,1,1267,553,12,95.0,10028480,24768.38,80,6,94,3,97,3,97,1073,294,294,268,217,0.2739981361,0.2739981361,0.2497670084,0.2022367195,44.4
31R027,Anning S. Prall (I.S. 27),STATEN IS,GR 6-8,40.628169,-74.116997,1005,14,0,0.01393034826,50,,,,,1005,728,2,65.0,7014408,22453.29,100,4,96,4,96,4,96,842,304,212,135,191,0.3610451306,0.2517814727,0.1603325416,0.2268408551,73.8
31R028,The Eagle Academy for Young Men of Staten Island,STATEN IS,GR 6-9 (School will serve grades 6-12 by Fall 2020),40.620347,-74.081643,253,5,0,0.01976284585,100,,,,,253,209,10.2,13.0,2261169,24904.53,100,29,71,14,86,14,86,209,102,63,32,12,0.4880382775,0.3014354067,0.1531100478,0.05741626794,84.6
31R034,Tottenville (I.S. 34),STATEN IS,GR 6-8,40.508284,-74.243428,1091,15,0,0.01374885426,20,,,,,1091,373,11.2,69.0,6796200,22258.48,100,7,93,7,93,7,93,1038,113,235,321,369,0.1088631985,0.2263969171,0.3092485549,0.3554913295,34.5
31R048,William G. Wilcox - Atlas Academy (P.S./I.S. 48),STATEN IS,GR PK-8,40.603484,-74.091237,981,4,0,0.004077471967,100,,,,,963,401,9.4,56.0,5711377,22220.97,87,0,100,0,100,0,100,225,30,54,77,64,0.1333333333,0.24,0.3422222222,0.2844444444,42.1
